user_id,demographic_segment,assigned_perk
513659,Middle-Aged Single Females,1 Night Free Hotel with Flight
513661,Adult Single Females,Free Hotel Meal
513683,Senior Single Males,Free Hotel Meal
513714,Young Adult Single Females,No Cancellation Fee
513721,Middle-Aged Single Females,Free Hotel Meal
513742,Adult Family Females,No Cancellation Fee
513761,Middle-Aged Single Females,1 Night Free Hotel with Flight
513776,Elderly Single Females,Free Hotel Meal
513787,Middle-Aged Single Males,1 Night Free Hotel with Flight
513791,Middle-Aged Single Females,No Cancellation Fee
513796,Middle-Aged Single Females,1 Night Free Hotel with Flight
513800,Senior Family Males,No Cancellation Fee
513807,Middle-Aged Family Females,1 Night Free Hotel with Flight
513823,Senior Single Females,No Cancellation Fee
513826,Middle-Aged Single Females,No Cancellation Fee
513844,Middle-Aged Single Males,No Cancellation Fee
513853,Senior Family Females,No Cancellation Fee
513856,Middle-Aged Single Males,Free Checked Bag
513860,Elderly Single Females,1 Night Free Hotel with Flight
513869,Middle-Aged Family Females,1 Night Free Hotel with Flight
513875,Adult Family Females,1 Night Free Hotel with Flight
513917,Elderly Family Females,1 Night Free Hotel with Flight
513926,Middle-Aged Single Males,Exclusive Discounts
513933,Middle-Aged Single Males,Free Checked Bag
513953,Middle-Aged Single Females,Free Hotel Meal
513956,Adult Single Females,No Cancellation Fee
513964,Senior Single Females,1 Night Free Hotel with Flight
513967,Middle-Aged Single Females,1 Night Free Hotel with Flight
513995,Middle-Aged Family Females,Free Hotel Meal
514002,Middle-Aged Single Females,1 Night Free Hotel with Flight
514003,Middle-Aged Single Females,Free Checked Bag
514021,Elderly Single Females,Free Hotel Meal
514023,Middle-Aged Family Males,Free Hotel Meal
514053,Middle-Aged Family Females,Free Hotel Meal
514071,Middle-Aged Single Females,1 Night Free Hotel with Flight
514076,Elderly Family Females,Free Hotel Meal
514113,Teenage Family Females,Free Hotel Meal
514132,Middle-Aged Family Females,No Cancellation Fee
514133,Middle-Aged Single Females,No Cancellation Fee
514164,Senior Single Females,1 Night Free Hotel with Flight
514167,Senior Single Females,No Cancellation Fee
514206,Middle-Aged Single Females,1 Night Free Hotel with Flight
514208,Middle-Aged Family Females,No Cancellation Fee
514210,Middle-Aged Single Females,Exclusive Discounts
514215,Senior Single Females,Exclusive Discounts
514235,Adult Family Females,No Cancellation Fee
514261,Adult Single Females,No Cancellation Fee
514275,Adult Single Females,1 Night Free Hotel with Flight
514289,Senior Family Females,No Cancellation Fee
514300,Middle-Aged Single Males,Free Checked Bag
514315,Young Adult Single Females,1 Night Free Hotel with Flight
514318,Senior Family Females,1 Night Free Hotel with Flight
514324,Senior Single Females,Free Checked Bag
514337,Senior Single Females,Free Hotel Meal
514342,Middle-Aged Single Females,1 Night Free Hotel with Flight
514344,Elderly Single Females,Exclusive Discounts
514370,Middle-Aged Single Females,1 Night Free Hotel with Flight
514384,Middle-Aged Single Females,1 Night Free Hotel with Flight
514395,Middle-Aged Single Females,No Cancellation Fee
514457,Middle-Aged Single Females,1 Night Free Hotel with Flight
514460,Middle-Aged Single Females,No Cancellation Fee
514461,Middle-Aged Family Females,Free Hotel Meal
514501,Senior Family Females,Free Hotel Meal
514503,Young Adult Single Females,Free Hotel Meal
514515,Middle-Aged Single Females,1 Night Free Hotel with Flight
514526,Senior Family Females,Exclusive Discounts
514551,Young Adult Single Females,Free Hotel Meal
514586,Middle-Aged Single Females,Free Checked Bag
514589,Senior Single Females,1 Night Free Hotel with Flight
514617,Middle-Aged Family Females,1 Night Free Hotel with Flight
514623,Middle-Aged Family Females,Free Checked Bag
514627,Senior Single Females,No Cancellation Fee
514638,Middle-Aged Family Females,1 Night Free Hotel with Flight
514639,Elderly Single Females,No Cancellation Fee
514642,Elderly Single Females,No Cancellation Fee
514660,Middle-Aged Family Females,1 Night Free Hotel with Flight
514675,Senior Single Females,1 Night Free Hotel with Flight
514682,Middle-Aged Single Females,Free Hotel Meal
514684,Young Adult Single Females,No Cancellation Fee
514689,Middle-Aged Family Males,No Cancellation Fee
514737,Elderly Family Females,Free Checked Bag
514785,Senior Single Females,Exclusive Discounts
514810,Adult Family Males,Exclusive Discounts
514830,Senior Single Females,Free Checked Bag
514867,Middle-Aged Family Females,1 Night Free Hotel with Flight
514876,Teenage Single Females,Free Hotel Meal
514892,Middle-Aged Single Females,Free Checked Bag
514893,Elderly Single Females,No Cancellation Fee
514899,Middle-Aged Family Females,Exclusive Discounts
514925,Teenage Single Females,Free Hotel Meal
514926,Adult Single Females,1 Night Free Hotel with Flight
514931,Teenage Single Females,No Cancellation Fee
514944,Senior Family Males,1 Night Free Hotel with Flight
514951,Middle-Aged Family Females,Free Checked Bag
514953,Senior Single Females,1 Night Free Hotel with Flight
514980,Middle-Aged Single Males,Exclusive Discounts
514981,Senior Single Females,No Cancellation Fee
515004,Senior Family Females,1 Night Free Hotel with Flight
515013,Senior Single Females,1 Night Free Hotel with Flight
515020,Young Adult Single Females,Free Hotel Meal
515030,Adult Single Males,No Cancellation Fee
515051,Senior Single Females,1 Night Free Hotel with Flight
515058,Senior Single Females,Free Hotel Meal
515060,Senior Single Females,Free Checked Bag
515085,Elderly Family Females,1 Night Free Hotel with Flight
515103,Senior Family Females,Free Checked Bag
515124,Senior Single Females,No Cancellation Fee
515131,Senior Single Females,Free Checked Bag
515139,Middle-Aged Single Females,No Cancellation Fee
515161,Senior Family Females,Exclusive Discounts
515168,Senior Family Females,Free Hotel Meal
515182,Middle-Aged Single Females,Free Checked Bag
515198,Middle-Aged Single Females,Exclusive Discounts
515200,Adult Single Females,1 Night Free Hotel with Flight
515202,Elderly Single Females,Free Hotel Meal
515205,Elderly Single Females,1 Night Free Hotel with Flight
515229,Senior Family Females,1 Night Free Hotel with Flight
515240,Middle-Aged Family Females,Free Hotel Meal
515243,Middle-Aged Single Females,1 Night Free Hotel with Flight
515258,Adult Single Males,No Cancellation Fee
515271,Elderly Family Females,No Cancellation Fee
515274,Middle-Aged Single Males,Free Hotel Meal
515306,Senior Single Females,Free Hotel Meal
515330,Senior Single Females,1 Night Free Hotel with Flight
515344,Senior Single Males,Exclusive Discounts
515398,Middle-Aged Family Females,Free Checked Bag
515409,Middle-Aged Family Females,1 Night Free Hotel with Flight
515421,Senior Single Females,No Cancellation Fee
515423,Elderly Single Females,No Cancellation Fee
515436,Young Adult Single Females,Free Hotel Meal
515478,Adult Family Females,No Cancellation Fee
515490,Elderly Family Females,No Cancellation Fee
515502,Adult Family Females,Free Hotel Meal
515514,Young Adult Single Females,No Cancellation Fee
515516,Adult Single Males,No Cancellation Fee
515523,Young Adult Single Males,1 Night Free Hotel with Flight
515529,Middle-Aged Family Females,Free Checked Bag
515530,Young Adult Family Females,No Cancellation Fee
515565,Middle-Aged Family Females,1 Night Free Hotel with Flight
515578,Middle-Aged Single Males,1 Night Free Hotel with Flight
515580,Middle-Aged Single Females,Exclusive Discounts
515586,Senior Single Females,1 Night Free Hotel with Flight
515610,Adult Family Males,Exclusive Discounts
515634,Teenage Single Females,No Cancellation Fee
515639,Middle-Aged Single Females,1 Night Free Hotel with Flight
515645,Middle-Aged Single Females,Free Checked Bag
515666,Middle-Aged Single Females,Exclusive Discounts
515675,Adult Single Females,1 Night Free Hotel with Flight
515684,Senior Single Females,1 Night Free Hotel with Flight
515688,Senior Family Females,Free Checked Bag
515694,Middle-Aged Single Females,1 Night Free Hotel with Flight
515713,Middle-Aged Single Females,1 Night Free Hotel with Flight
515727,Middle-Aged Single Females,No Cancellation Fee
515735,Elderly Family Females,1 Night Free Hotel with Flight
515739,Senior Single Females,Free Checked Bag
515751,Middle-Aged Family Females,1 Night Free Hotel with Flight
515764,Young Adult Family Females,1 Night Free Hotel with Flight
515778,Senior Single Females,Free Hotel Meal
515802,Middle-Aged Single Females,1 Night Free Hotel with Flight
515818,Elderly Single Males,No Cancellation Fee
515831,Adult Family Females,1 Night Free Hotel with Flight
515835,Senior Family Females,No Cancellation Fee
515854,Elderly Single Females,Free Hotel Meal
515874,Elderly Single Females,Free Hotel Meal
515891,Middle-Aged Single Females,1 Night Free Hotel with Flight
515901,Middle-Aged Single Females,No Cancellation Fee
515908,Senior Family Females,No Cancellation Fee
515941,Senior Family Females,1 Night Free Hotel with Flight
515947,Adult Single Females,No Cancellation Fee
515953,Middle-Aged Single Females,1 Night Free Hotel with Flight
515974,Young Adult Family Males,Free Hotel Meal
515985,Middle-Aged Single Females,Free Hotel Meal
516001,Adult Single Females,Free Hotel Meal
516004,Senior Family Females,No Cancellation Fee
516006,Senior Single Females,No Cancellation Fee
516039,Teenage Single Females,No Cancellation Fee
516053,Middle-Aged Family Females,1 Night Free Hotel with Flight
516057,Middle-Aged Single Females,1 Night Free Hotel with Flight
516061,Elderly Single Females,No Cancellation Fee
516076,Elderly Single Females,No Cancellation Fee
516086,Teenage Family Females,Free Hotel Meal
516089,Elderly Family Females,No Cancellation Fee
516092,Middle-Aged Single Males,Exclusive Discounts
516105,Senior Family Females,Free Hotel Meal
516117,Senior Family Females,No Cancellation Fee
516118,Middle-Aged Single Males,1 Night Free Hotel with Flight
516127,Adult Single Females,No Cancellation Fee
516132,Senior Family Females,No Cancellation Fee
516144,Senior Family Females,Free Checked Bag
516150,Elderly Family Females,Free Hotel Meal
516152,Middle-Aged Single Females,Free Checked Bag
516176,Senior Family Others,No Cancellation Fee
516177,Senior Single Females,Free Checked Bag
516178,Adult Family Females,No Cancellation Fee
516211,Middle-Aged Single Males,No Cancellation Fee
516216,Middle-Aged Single Females,Exclusive Discounts
516217,Middle-Aged Single Males,No Cancellation Fee
516243,Adult Family Females,No Cancellation Fee
516246,Middle-Aged Single Females,Exclusive Discounts
516251,Senior Single Females,1 Night Free Hotel with Flight
516269,Middle-Aged Single Females,1 Night Free Hotel with Flight
516273,Middle-Aged Family Females,No Cancellation Fee
516282,Middle-Aged Single Females,1 Night Free Hotel with Flight
516283,Young Adult Family Males,Free Checked Bag
516287,Senior Single Females,1 Night Free Hotel with Flight
516290,Middle-Aged Single Males,Free Hotel Meal
516296,Middle-Aged Single Females,No Cancellation Fee
516301,Adult Single Females,1 Night Free Hotel with Flight
516340,Teenage Single Females,Free Hotel Meal
516351,Middle-Aged Single Females,Free Checked Bag
516368,Senior Family Females,Free Checked Bag
516375,Middle-Aged Single Females,Exclusive Discounts
516418,Adult Single Females,1 Night Free Hotel with Flight
516420,Senior Single Females,1 Night Free Hotel with Flight
516433,Teenage Single Females,No Cancellation Fee
516456,Middle-Aged Single Females,No Cancellation Fee
516507,Middle-Aged Single Males,No Cancellation Fee
516516,Elderly Single Males,Free Checked Bag
516528,Senior Single Females,1 Night Free Hotel with Flight
516543,Senior Single Males,1 Night Free Hotel with Flight
516556,Middle-Aged Family Females,No Cancellation Fee
516561,Senior Single Females,Free Checked Bag
516571,Elderly Single Females,1 Night Free Hotel with Flight
516578,Middle-Aged Single Females,Exclusive Discounts
516579,Adult Single Females,Free Hotel Meal
516583,Senior Family Females,No Cancellation Fee
516590,Young Adult Single Females,1 Night Free Hotel with Flight
516593,Middle-Aged Single Females,Free Checked Bag
516594,Senior Single Females,No Cancellation Fee
516614,Middle-Aged Single Males,Exclusive Discounts
516616,Senior Family Females,1 Night Free Hotel with Flight
516620,Elderly Single Males,No Cancellation Fee
516639,Senior Family Females,1 Night Free Hotel with Flight
516647,Middle-Aged Single Females,Free Checked Bag
516679,Middle-Aged Single Females,1 Night Free Hotel with Flight
516680,Elderly Single Females,No Cancellation Fee
516682,Adult Single Females,Free Hotel Meal
516694,Senior Family Females,Free Checked Bag
516697,Elderly Single Females,Free Hotel Meal
516704,Senior Single Females,Free Hotel Meal
516732,Middle-Aged Family Females,Free Hotel Meal
516739,Middle-Aged Family Females,No Cancellation Fee
516744,Young Adult Single Females,Free Hotel Meal
516763,Senior Single Males,Free Checked Bag
516765,Adult Family Females,No Cancellation Fee
516789,Middle-Aged Single Females,1 Night Free Hotel with Flight
516798,Middle-Aged Single Females,1 Night Free Hotel with Flight
516806,Middle-Aged Single Females,Exclusive Discounts
516808,Adult Single Females,1 Night Free Hotel with Flight
516827,Senior Single Females,Exclusive Discounts
516833,Young Adult Single Females,No Cancellation Fee
516841,Young Adult Family Males,1 Night Free Hotel with Flight
516862,Elderly Single Females,No Cancellation Fee
516933,Teenage Single Females,No Cancellation Fee
516939,Adult Family Females,Free Checked Bag
516965,Middle-Aged Family Females,Exclusive Discounts
516967,Adult Family Males,No Cancellation Fee
516972,Middle-Aged Family Females,Free Checked Bag
517033,Young Adult Single Females,Exclusive Discounts
517061,Senior Family Females,Free Hotel Meal
517064,Teenage Family Females,Exclusive Discounts
517076,Middle-Aged Single Females,1 Night Free Hotel with Flight
517105,Senior Single Females,No Cancellation Fee
517119,Senior Family Females,Free Hotel Meal
517131,Elderly Single Females,1 Night Free Hotel with Flight
517142,Middle-Aged Single Males,Free Checked Bag
517143,Adult Single Females,Free Hotel Meal
517150,Middle-Aged Single Males,No Cancellation Fee
517158,Senior Family Males,Free Checked Bag
517205,Senior Single Females,No Cancellation Fee
517212,Senior Family Females,No Cancellation Fee
517219,Young Adult Single Females,No Cancellation Fee
517231,Senior Single Females,1 Night Free Hotel with Flight
517284,Middle-Aged Family Females,No Cancellation Fee
517324,Elderly Single Females,Free Checked Bag
517330,Elderly Single Males,Free Checked Bag
517356,Senior Single Females,Free Checked Bag
517370,Middle-Aged Single Females,Free Hotel Meal
517392,Senior Single Females,1 Night Free Hotel with Flight
517393,Middle-Aged Single Females,No Cancellation Fee
517397,Middle-Aged Single Females,No Cancellation Fee
517403,Senior Family Females,Free Hotel Meal
517415,Middle-Aged Family Males,1 Night Free Hotel with Flight
517438,Middle-Aged Single Males,Exclusive Discounts
517445,Middle-Aged Single Females,Free Hotel Meal
517467,Middle-Aged Single Females,Free Hotel Meal
517486,Senior Single Females,No Cancellation Fee
517491,Elderly Single Females,Free Hotel Meal
517543,Middle-Aged Single Females,No Cancellation Fee
517545,Senior Single Females,No Cancellation Fee
517548,Senior Single Females,Free Checked Bag
517549,Senior Single Females,1 Night Free Hotel with Flight
517571,Middle-Aged Single Males,1 Night Free Hotel with Flight
517579,Young Adult Single Females,1 Night Free Hotel with Flight
517581,Middle-Aged Single Females,1 Night Free Hotel with Flight
517596,Senior Family Females,No Cancellation Fee
517622,Teenage Family Females,No Cancellation Fee
517633,Middle-Aged Single Females,Free Hotel Meal
517653,Senior Family Females,Exclusive Discounts
517674,Adult Single Females,1 Night Free Hotel with Flight
517675,Adult Single Females,Free Checked Bag
517676,Middle-Aged Single Females,1 Night Free Hotel with Flight
517700,Senior Single Females,Free Checked Bag
517715,Elderly Single Males,Free Checked Bag
517732,Middle-Aged Single Females,No Cancellation Fee
517735,Senior Family Females,No Cancellation Fee
517739,Adult Family Females,Free Checked Bag
517743,Middle-Aged Single Females,No Cancellation Fee
517772,Middle-Aged Family Females,1 Night Free Hotel with Flight
517776,Elderly Family Females,1 Night Free Hotel with Flight
517787,Adult Single Females,1 Night Free Hotel with Flight
517803,Senior Single Males,1 Night Free Hotel with Flight
517819,Adult Single Females,Free Checked Bag
517825,Senior Single Females,Free Checked Bag
517839,Senior Single Females,No Cancellation Fee
517847,Senior Single Females,Free Hotel Meal
517871,Adult Family Females,No Cancellation Fee
517894,Senior Single Females,1 Night Free Hotel with Flight
517898,Young Adult Family Females,Free Checked Bag
517925,Adult Single Females,1 Night Free Hotel with Flight
517931,Middle-Aged Single Females,Free Hotel Meal
517961,Elderly Family Females,1 Night Free Hotel with Flight
517967,Senior Family Females,No Cancellation Fee
517968,Middle-Aged Single Females,Free Hotel Meal
518012,Adult Single Males,No Cancellation Fee
518015,Middle-Aged Family Females,No Cancellation Fee
518041,Young Adult Single Females,Free Hotel Meal
518044,Senior Family Females,Free Hotel Meal
518074,Adult Single Females,1 Night Free Hotel with Flight
518084,Young Adult Single Females,1 Night Free Hotel with Flight
518092,Middle-Aged Single Females,No Cancellation Fee
518121,Adult Single Females,1 Night Free Hotel with Flight
518127,Middle-Aged Single Females,Exclusive Discounts
518135,Middle-Aged Single Females,Exclusive Discounts
518191,Senior Single Females,Free Checked Bag
518196,Elderly Family Females,1 Night Free Hotel with Flight
518211,Middle-Aged Family Females,Free Checked Bag
518219,Adult Single Females,No Cancellation Fee
518281,Senior Family Females,1 Night Free Hotel with Flight
518324,Middle-Aged Single Females,No Cancellation Fee
518334,Adult Family Females,Free Hotel Meal
518338,Middle-Aged Family Females,Free Hotel Meal
518347,Senior Family Females,No Cancellation Fee
518348,Adult Family Females,1 Night Free Hotel with Flight
518354,Young Adult Single Males,No Cancellation Fee
518372,Adult Single Females,No Cancellation Fee
518393,Middle-Aged Single Females,No Cancellation Fee
518406,Senior Single Females,No Cancellation Fee
518416,Senior Single Females,1 Night Free Hotel with Flight
518422,Elderly Single Females,Free Hotel Meal
518443,Elderly Single Females,1 Night Free Hotel with Flight
518450,Elderly Family Females,No Cancellation Fee
518480,Middle-Aged Family Females,1 Night Free Hotel with Flight
518495,Young Adult Single Females,Exclusive Discounts
518516,Elderly Family Females,Free Checked Bag
518526,Senior Single Males,1 Night Free Hotel with Flight
518527,Middle-Aged Single Females,1 Night Free Hotel with Flight
518533,Middle-Aged Family Females,Free Checked Bag
518535,Middle-Aged Single Males,1 Night Free Hotel with Flight
518541,Senior Single Females,1 Night Free Hotel with Flight
518567,Teenage Single Females,Free Checked Bag
518579,Middle-Aged Single Males,Free Hotel Meal
518582,Senior Family Females,1 Night Free Hotel with Flight
518585,Middle-Aged Family Females,Exclusive Discounts
518612,Middle-Aged Single Females,Exclusive Discounts
518628,Senior Family Females,No Cancellation Fee
518629,Senior Single Females,Free Checked Bag
518639,Adult Single Females,Free Checked Bag
518642,Elderly Single Females,Free Hotel Meal
518645,Young Adult Single Females,No Cancellation Fee
518694,Middle-Aged Single Females,1 Night Free Hotel with Flight
518696,Middle-Aged Family Females,Free Hotel Meal
518711,Middle-Aged Single Females,1 Night Free Hotel with Flight
518716,Middle-Aged Family Females,1 Night Free Hotel with Flight
518722,Senior Single Females,Free Checked Bag
518726,Teenage Family Females,No Cancellation Fee
518735,Adult Family Females,Free Hotel Meal
518743,Adult Single Females,1 Night Free Hotel with Flight
518747,Senior Family Females,1 Night Free Hotel with Flight
518751,Adult Single Females,Exclusive Discounts
518756,Senior Single Females,1 Night Free Hotel with Flight
518826,Middle-Aged Family Females,No Cancellation Fee
518827,Senior Family Males,1 Night Free Hotel with Flight
518865,Adult Family Females,Free Checked Bag
518866,Senior Single Females,1 Night Free Hotel with Flight
518867,Adult Single Females,1 Night Free Hotel with Flight
518870,Middle-Aged Single Females,Free Hotel Meal
518894,Senior Single Females,Free Checked Bag
518896,Elderly Single Females,1 Night Free Hotel with Flight
518907,Middle-Aged Single Males,Exclusive Discounts
518922,Elderly Single Females,Free Hotel Meal
518925,Adult Family Females,Free Hotel Meal
518931,Teenage Family Females,No Cancellation Fee
518954,Middle-Aged Family Females,No Cancellation Fee
518956,Senior Single Females,Exclusive Discounts
518963,Adult Family Females,No Cancellation Fee
518971,Middle-Aged Single Females,No Cancellation Fee
518998,Senior Family Females,Exclusive Discounts
519014,Middle-Aged Single Females,Free Hotel Meal
519059,Adult Family Females,1 Night Free Hotel with Flight
519079,Senior Single Females,Exclusive Discounts
519089,Adult Family Females,Free Checked Bag
519091,Senior Single Females,1 Night Free Hotel with Flight
519096,Adult Family Females,Exclusive Discounts
519114,Middle-Aged Family Females,No Cancellation Fee
519117,Senior Family Females,No Cancellation Fee
519137,Senior Single Females,1 Night Free Hotel with Flight
519140,Elderly Single Females,Free Hotel Meal
519171,Senior Family Females,1 Night Free Hotel with Flight
519191,Young Adult Single Males,Exclusive Discounts
519205,Middle-Aged Single Females,1 Night Free Hotel with Flight
519210,Middle-Aged Single Males,Free Hotel Meal
519211,Middle-Aged Single Females,Free Hotel Meal
519248,Adult Family Females,Free Checked Bag
519254,Adult Single Females,Free Hotel Meal
519260,Adult Family Females,1 Night Free Hotel with Flight
519267,Senior Single Females,Free Checked Bag
519285,Adult Single Females,Free Hotel Meal
519312,Elderly Family Females,No Cancellation Fee
519313,Young Adult Family Males,1 Night Free Hotel with Flight
519335,Elderly Family Females,Free Hotel Meal
519348,Senior Single Males,Exclusive Discounts
519353,Elderly Single Females,Free Hotel Meal
519357,Middle-Aged Family Females,Free Checked Bag
519368,Young Adult Family Females,No Cancellation Fee
519383,Adult Single Females,1 Night Free Hotel with Flight
519392,Elderly Single Females,Free Checked Bag
519393,Senior Family Females,No Cancellation Fee
519406,Young Adult Single Females,No Cancellation Fee
519412,Senior Single Females,Free Hotel Meal
519419,Adult Family Females,No Cancellation Fee
519430,Adult Single Females,No Cancellation Fee
519446,Senior Single Females,Free Checked Bag
519469,Adult Single Males,1 Night Free Hotel with Flight
519515,Senior Family Males,Free Checked Bag
519529,Young Adult Family Males,Free Checked Bag
519532,Middle-Aged Single Females,Free Checked Bag
519541,Senior Single Males,1 Night Free Hotel with Flight
519548,Adult Family Males,No Cancellation Fee
519554,Adult Family Females,1 Night Free Hotel with Flight
519561,Elderly Single Females,No Cancellation Fee
519595,Middle-Aged Single Males,1 Night Free Hotel with Flight
519596,Middle-Aged Family Females,No Cancellation Fee
519604,Senior Single Females,No Cancellation Fee
519626,Senior Family Males,No Cancellation Fee
519631,Senior Single Females,Exclusive Discounts
519664,Senior Family Females,Exclusive Discounts
519687,Young Adult Family Females,No Cancellation Fee
519694,Adult Single Females,No Cancellation Fee
519695,Middle-Aged Single Females,1 Night Free Hotel with Flight
519706,Elderly Family Females,Free Hotel Meal
519709,Adult Single Females,Free Checked Bag
519718,Senior Family Females,Free Hotel Meal
519722,Adult Family Females,Free Hotel Meal
519725,Middle-Aged Family Females,Free Hotel Meal
519726,Middle-Aged Single Females,No Cancellation Fee
519747,Middle-Aged Single Males,No Cancellation Fee
519769,Middle-Aged Family Others,No Cancellation Fee
519774,Senior Family Females,Free Hotel Meal
519787,Teenage Family Females,Free Checked Bag
519799,Middle-Aged Family Females,1 Night Free Hotel with Flight
519846,Elderly Family Females,1 Night Free Hotel with Flight
519848,Middle-Aged Single Females,1 Night Free Hotel with Flight
519853,Middle-Aged Family Females,No Cancellation Fee
519859,Middle-Aged Single Females,1 Night Free Hotel with Flight
519885,Adult Single Females,1 Night Free Hotel with Flight
519888,Middle-Aged Single Females,Exclusive Discounts
519893,Middle-Aged Single Females,1 Night Free Hotel with Flight
519896,Senior Single Females,1 Night Free Hotel with Flight
519897,Teenage Single Females,No Cancellation Fee
519905,Middle-Aged Single Females,1 Night Free Hotel with Flight
519911,Middle-Aged Single Females,No Cancellation Fee
519912,Middle-Aged Single Males,No Cancellation Fee
519943,Elderly Family Females,No Cancellation Fee
519955,Middle-Aged Single Females,1 Night Free Hotel with Flight
519957,Senior Single Females,1 Night Free Hotel with Flight
519961,Adult Single Females,No Cancellation Fee
519965,Middle-Aged Family Males,1 Night Free Hotel with Flight
519982,Young Adult Family Females,Free Checked Bag
520054,Adult Family Females,No Cancellation Fee
520063,Middle-Aged Family Females,No Cancellation Fee
520097,Senior Single Females,No Cancellation Fee
520106,Adult Family Females,Free Checked Bag
520141,Middle-Aged Single Females,Free Hotel Meal
520152,Senior Family Females,Free Hotel Meal
520170,Young Adult Family Females,1 Night Free Hotel with Flight
520175,Senior Single Females,Free Checked Bag
520177,Senior Single Females,Exclusive Discounts
520182,Middle-Aged Family Females,1 Night Free Hotel with Flight
520188,Middle-Aged Single Females,Exclusive Discounts
520193,Senior Single Females,1 Night Free Hotel with Flight
520225,Middle-Aged Family Females,Exclusive Discounts
520244,Middle-Aged Single Females,No Cancellation Fee
520248,Middle-Aged Family Females,1 Night Free Hotel with Flight
520250,Elderly Single Males,Exclusive Discounts
520256,Middle-Aged Single Females,Free Hotel Meal
520265,Middle-Aged Family Females,1 Night Free Hotel with Flight
520277,Middle-Aged Single Females,No Cancellation Fee
520291,Middle-Aged Single Males,1 Night Free Hotel with Flight
520298,Middle-Aged Single Females,Exclusive Discounts
520307,Senior Single Females,No Cancellation Fee
520311,Senior Family Females,Free Checked Bag
520314,Teenage Family Females,Free Hotel Meal
520327,Adult Single Females,1 Night Free Hotel with Flight
520358,Senior Single Females,Free Hotel Meal
520373,Senior Family Females,No Cancellation Fee
520397,Middle-Aged Single Females,Free Checked Bag
520405,Adult Single Females,Free Checked Bag
520411,Middle-Aged Single Females,No Cancellation Fee
520422,Middle-Aged Single Females,No Cancellation Fee
520429,Senior Family Males,1 Night Free Hotel with Flight
520436,Senior Single Females,Free Hotel Meal
520440,Middle-Aged Single Females,No Cancellation Fee
520480,Middle-Aged Single Females,1 Night Free Hotel with Flight
520491,Senior Family Males,1 Night Free Hotel with Flight
520497,Senior Single Females,1 Night Free Hotel with Flight
520527,Adult Single Females,Free Checked Bag
520530,Middle-Aged Single Females,1 Night Free Hotel with Flight
520532,Senior Single Females,Exclusive Discounts
520539,Senior Family Females,No Cancellation Fee
520556,Adult Family Females,Free Checked Bag
520558,Middle-Aged Single Females,No Cancellation Fee
520561,Adult Family Females,No Cancellation Fee
520603,Young Adult Single Females,No Cancellation Fee
520619,Elderly Single Females,Free Checked Bag
520680,Middle-Aged Single Females,No Cancellation Fee
520696,Middle-Aged Single Females,No Cancellation Fee
520708,Middle-Aged Single Females,Free Checked Bag
520719,Young Adult Single Males,1 Night Free Hotel with Flight
520733,Middle-Aged Single Females,1 Night Free Hotel with Flight
520745,Middle-Aged Single Females,No Cancellation Fee
520762,Adult Single Females,Free Hotel Meal
520770,Middle-Aged Single Females,1 Night Free Hotel with Flight
520771,Elderly Family Females,Free Hotel Meal
520780,Elderly Single Females,No Cancellation Fee
520783,Middle-Aged Single Females,Free Hotel Meal
520804,Senior Single Females,No Cancellation Fee
520819,Senior Family Females,No Cancellation Fee
520821,Middle-Aged Single Females,1 Night Free Hotel with Flight
520844,Young Adult Family Females,Free Hotel Meal
520851,Senior Family Females,1 Night Free Hotel with Flight
520861,Senior Family Males,Exclusive Discounts
520877,Senior Single Females,No Cancellation Fee
520878,Middle-Aged Single Females,1 Night Free Hotel with Flight
520882,Teenage Single Females,Free Hotel Meal
520885,Middle-Aged Family Males,Free Checked Bag
520898,Middle-Aged Family Females,1 Night Free Hotel with Flight
520902,Middle-Aged Single Females,Free Checked Bag
520920,Middle-Aged Single Females,Free Hotel Meal
520934,Senior Family Females,1 Night Free Hotel with Flight
520947,Young Adult Family Others,Free Hotel Meal
520959,Senior Single Females,No Cancellation Fee
521000,Senior Single Females,No Cancellation Fee
521004,Senior Single Females,No Cancellation Fee
521009,Elderly Single Females,Free Hotel Meal
521031,Middle-Aged Single Females,Free Hotel Meal
521033,Middle-Aged Family Males,No Cancellation Fee
521044,Middle-Aged Single Females,Free Hotel Meal
521060,Middle-Aged Single Females,1 Night Free Hotel with Flight
521062,Elderly Single Females,No Cancellation Fee
521065,Middle-Aged Family Females,1 Night Free Hotel with Flight
521066,Middle-Aged Single Females,Exclusive Discounts
521070,Senior Family Females,1 Night Free Hotel with Flight
521109,Adult Family Females,No Cancellation Fee
521127,Middle-Aged Single Females,Exclusive Discounts
521152,Middle-Aged Single Females,1 Night Free Hotel with Flight
521170,Middle-Aged Single Males,1 Night Free Hotel with Flight
521185,Senior Family Females,1 Night Free Hotel with Flight
521186,Senior Single Females,1 Night Free Hotel with Flight
521187,Elderly Single Females,No Cancellation Fee
521192,Adult Single Females,Free Hotel Meal
521201,Elderly Family Females,No Cancellation Fee
521211,Adult Single Males,Free Hotel Meal
521212,Middle-Aged Family Males,Exclusive Discounts
521235,Adult Single Females,1 Night Free Hotel with Flight
521250,Adult Single Males,1 Night Free Hotel with Flight
521259,Middle-Aged Single Females,No Cancellation Fee
521282,Adult Single Females,Free Checked Bag
521286,Adult Single Females,1 Night Free Hotel with Flight
